,Flat Name,Flat address,Configurations,Possession_Starts,Avg. Price,Sizes,Project Area,Project Size,Launch Date,About,images,Rera Id
95,Supremus,"Pashan, Pashan Road, Pune",2 BHK Apartment,"Jun, 2025",7.98 K/sq.ft,607.00 sq.ft. - 618.00 sq.ft.,0.98 Acres,2 Buildings - 141 units,"Jan, 2022","Karandikar Supremus is a project by Karandikar Life Spaces in Pune. It is a Under Construction project. Karandikar Supremus offers some of the most conveniently designed Apartment. Located in Pashan, it is a residential project. The project is spread over 0.98 Acres . It has 141 units. There are 2 buildings in this project. Karandikar Supremus offers some of the most exclusive 2 BHK. As per the area plan, units are in the size range of 607.0 - 618.0 sq.ft.. Launched in January 2022, Karandikar Supremus is slated for possession in Jun, 2025. The address of Karandikar Supremus is Pashan.Karandikar Supremus ensures a coveted lifestyle and offers a convenient living. It offers facilities such as Power Backup. Residents also have access to Barbecue Area provisions in the project. Young families with kids can explore modern-arrangements for leisure and play such as Children's Play Area, nearby apart from Swimming Pool. Some other provisions include access to Energy management, Landscaping & Tree Planting, Solid Waste Management And Disposal, Storm Water Drains, Sewage Treatment Plant.The project is RERA compliant and fulfils all necessities as required by the authorities. RERA ID of Karandikar Supremus is P52100032488.Till date, Karandikar Life Spaces has developed 2 projects with a focus on healthy and sustainable lifestyle.Pashan is well-connected to other parts of the city via an extensive road.","['https://is1-3.housingcdn.com/4f2250e8/5a297b6cbdf7d63648f93e2f3cb9df0f/v0/_p/supremus-pashan-pune-karandikar_life_spaces.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/5a297b6cbdf7d63648f93e2f3cb9df0f/v0/large/supremus-pashan-pune-karandikar_life_spaces.jpeg', 'https://is1-3.housingcdn.com/012c1500/23cfed16cd8b38c37a0f3409d0408b6c/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/33cb7c9ae6c853ae9735ad88bc33d13d/v0/_p.jpeg']",
96,VTP Solitaire Phase 1 A B,"Survey No 135/5/1, Haveli, Pashan, Pashan Road, Pune","2, 3 BHK Apartments","Jun, 2022",10.29 K/sq.ft,673.00 sq.ft. - 923.00 sq.ft.,1 Acres,2 Buildings - 112 units,"Oct, 2017","VTP Solitaire, a project by VTP Realty, is located at Pashan in Pune. It offers 2 BHK and 3 BHK apartments of sizes ranging from 761 square foot to 1,065 square foot. Each unit is fitted with vitrified tile flooring and concealed copper wiring. The amenities include a landscaped garden, swimming pool and round-the-clock security.When it comes facilities, you will find everything you need in the neighbourhood. There are banks, schools, hospitals, parks, grocery shops, shopping malls and restaurants near VTP Solitaire. It is well-connected to other areas of Pune by trains and buses. The Pune international airport is about 19 kilometres from the project.","['https://is1-3.housingcdn.com/4f2250e8/021b6b6e81a9fc1338bbcfb16cd07767/v2/_p/vtp_solitaire_phase_1_a_b-pashan-pune-vtp_realty.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/021b6b6e81a9fc1338bbcfb16cd07767/v2/large/vtp_solitaire_phase_1_a_b-pashan-pune-vtp_realty.jpeg', 'https://img.youtube.com/vi/NLZ_bIbWyFo/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/0fe51618d3d5f96b2ec99ca56446d6ae/v0/_p.jpeg']",
97,Surya Blossom N Springs,"Baner Pashan Link Road, Pune, Baner-Pashan Link Road, Pune",,,Price on request,On Request,,,,"Surya Developers has lauched Surya Blossom N Springs in Pashan, Pune. It offers Completed units. The address of Surya Blossom N Springs is Baner Pashan Link Road, Pune.Own a home in Surya Blossom N Springs today!.Approved financing for property at Surya Blossom N Springs by major lenders like PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL.This project has been developed by Surya Developers. Surya Developers is a reputed developer firm with experience in developing livable spaces for homebuyers since 2009.Pashan is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/833161ad0c805eb511ddef2d1a518e09/v0/_p/surya_blossom_n_springs-pashan-pune-surya_developers.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/833161ad0c805eb511ddef2d1a518e09/v0/large/surya_blossom_n_springs-pashan-pune-surya_developers.jpeg']",
98,Amar Landmark,"Survey No 19/A/2B, CTS No 578 Part At Pashan, Pashan Road, Pune",4 BHK Apartment,"Jun, 2023",Price on request,2861.00 sq.ft. - 2891.00 sq.ft.,2 Acres,2 Buildings - 64 units,"Jul, 2018","There are various amenities in Amar Landmark with Landscaped Garden, Power Backup, Gymnasium and Swimming Pool to name a few. Located close to prominent suburbs of Pune, the area of Pune District has prominent schools and hospitals within a close distance.","['https://is1-3.housingcdn.com/4f2250e8/d52bfdf9cad8a88caaa5822ae68fac4e/v0/_p/amar_landmark-pashan-pune-amar_builders.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/d52bfdf9cad8a88caaa5822ae68fac4e/v0/large/amar_landmark-pashan-pune-amar_builders.jpeg', 'https://img.youtube.com/vi/DGHdOhD-tcM/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/1bb0e10bd7dc877679e5244103519edb/v0/_p.jpg']",
99,Sukhwani Saffron,"S. No.120, Hissa No. 5/1/2/8/10 Near Balaji Mandir, Pashan, Sus Road-Pashan, Pune","2, 3 BHK Apartments",Ready to Move,9.93 K/sq.ft,716.00 sq.ft. - 957.00 sq.ft.,,2 Buildings - 55 units,"Dec, 2014","Sukhwani Saffron is a premium housing project at Pashan in Pashan. The project is ready-to-move and the residents can enjoy several amenities including as Power Backup, Gymnasium, 24x7 Security and Children's Play Area. Social infrastructure like banks, schools and parks surround the area. It is also very well-connected to various parts of the city by public transport network. ","['https://is1-2.housingcdn.com/4f2250e8/012ee03398e17f4b34752adf4c5570b9/v0/_p/sukhwani_saffron-pashan-pune-sukhwani_constructions.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/012ee03398e17f4b34752adf4c5570b9/v0/large/sukhwani_saffron-pashan-pune-sukhwani_constructions.jpeg', 'https://is1-3.housingcdn.com/012c1500/2a5379c97826c8e73efcaab923fbb96f/v0/_p/sukhwani_saffron-pashan-pune-sukhwani_constructions.jpeg', 'https://is1-2.housingcdn.com/012c1500/c3f41348cbf03296d73b48b3dd7014ee/v0/_p/sukhwani_saffron-pashan-pune-sukhwani_constructions.jpeg']",
100,Goel Ganga Atharva Ganga,"Balaji Chowk, Pashan, Pashan Road, Pune","1, 2, 2.5 BHK Apartments","Apr, 2014",10.00 K/sq.ft,615.00 sq.ft. - 1250.00 sq.ft.,,,"Feb, 2011","Atharva Ganga is an upcoming housing project at Pashan in Pune, being developed by Goel Ganga. Keeping in mind the needs of modern lifestyle of residents, the project provides various amenities. Atharva Ganga encompasses amenities such as Car Parking, Sports Facility, Others, Gymnasium, Lift Available . ATMS, medical facilities, education institutions, and parks are within easy reach. The area is also well-connected by bus and road network.","['https://is1-3.housingcdn.com/4f2250e8/d433532e09a7f4bb2f0e7fbbb39d51f5/v0/_p/goel_ganga_atharva_ganga-pashan-pune-goel_ganga_developments.jpg', 'https://is1-3.housingcdn.com/4f2250e8/d433532e09a7f4bb2f0e7fbbb39d51f5/v0/large/goel_ganga_atharva_ganga-pashan-pune-goel_ganga_developments.jpg', 'https://is1-2.housingcdn.com/012c1500/a7629098968342910563e041223e85af/v0/_p/goel_ganga_atharva_ganga-pashan-pune-goel_ganga_developments.jpeg', 'https://is1-2.housingcdn.com/012c1500/6f19bfb7e23ccb33eb16dafa4444141e/v0/_p/goel_ganga_atharva_ganga-pashan-pune-goel_ganga_developments.jpeg']",
101,Chordia Spring Flower ,"Off Panchawati Road, Near Knowledge Circle Law Classes, Panchawati, Pashan, Pune",2 BHK Apartment,Ready to Move,9.26 K/sq.ft,1080.00 sq.ft.,,,,"Check out this residential project for sale by Chordia Group in Pashan, Pune. Chordia Spring Flower  offers Apartment as property type. It is currently Ready to Move. Available configurations include 2 BHK. As per the area plan, units are in the size of 1080.0 sq.ft.. Chordia Spring Flower  possession is Apr, 2017. The address of Chordia Spring Flower  is Off Panchawati Road, Near Knowledge Circle Law Classes, Panchawati, Pashan.Come home to Chordia Spring Flower .PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL have approved home loans for Chordia Spring Flower .Chordia Group is a renowned developer firm. The company was established in 2004 and has 7 projects to its credit.Pashan is a prime area, with many attractions work and recreational options just a drive away.",[],
102,Amar Serenity,"Plot No. Survey No. 135/5, Plot No 2 At Pune (M Corp.), Baner-Pashan Link Road, Pune",3 BHK Apartment,"Dec, 2020",12.47 K/sq.ft,1003.00 sq.ft. - 1130.00 sq.ft.,2.92 Acres,4 Buildings - 246 units,"Jun, 2016","Amar Builders has lauched Amar Serenity in Pashan, Pune. The project was launched in July 2016. It offers Under Construction units. Popular configurations include 2 BHK, 3 BHK units. As per the area plan, units are in the size range of 768.76 - 1129.78 sq.ft.. There are 246 units in Amar Serenity. Overall, there are 4 buildings. The possession date of Amar Serenity is Dec, 2020. The address of Amar Serenity is Plot No. Survey No. 135/5, Plot No 2 At Pune (M Corp.).Enjoy a host of facilities at Amar Serenity which includes Lift, Gymnasium, Power Backup. Children have access to Children's Play Area, nearby apart from Swimming Pool, Sports Area. The property is equipped with Fire Fighting Systems. Other provisions include access to Landscaped Garden, Sewage Treatment Plant, Multipurpose Room. Own a home in Amar Serenity today!.This is a RERA registered project with RERA ID P52100001203 and fulfils all conditions placed by the state regulatory body.This project has been developed by Amar Builders. Amar Builders is a reputed developer firm with experience in developing livable spaces for homebuyers since 1979.Pashan is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/4cf0567cd0f6b7f40d5053d24b251299/v0/_p/amar_serenity-pashan-pune-amar_builders.jpg', 'https://is1-2.housingcdn.com/4f2250e8/4cf0567cd0f6b7f40d5053d24b251299/v0/large/amar_serenity-pashan-pune-amar_builders.jpg', 'https://img.youtube.com/vi/f_wIlDOXbZc/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/ceee7cb2bbcdac3ce535980d22e23bc5/v2/_p.jpg']",
103,Real Dream Homes,"Survey No 72, Ambi Road Near Talegaon Railway Station, talegaon Dabhade ,Varale, Pune",1 BHK Apartment,"Mar, 2022",Price on request,429.00 sq.ft. - 473.00 sq.ft.,4 Acres,2 Buildings - 238 units,"Feb, 2020","Dream Homes Wing A and B is a premium residential project launched by Real Buildcon Builders and Developers in Varale, Pune. The project is spread over a total area of 3.76 acres and offers 1 apartments. Carpet area of 1 BHK apartments is in the range of 429.00 sq.ft. - 473.00 sq.ft. sq.ft. Amenities available for the convenience of residents are open and closed car parking areas, community buildings, landscaped gardens, open area for recreational purpose, electrical meter room, sub-station, receiving station, fire protection, fire safety equipment, well lit internal roads, stormwater drains, and regular supply of water. All work related to solid waste management and its disposal, treatment and disposal of sewage and sullage water, sewerage chamber, lines, septic tank and STP are handled in the complex. Water conservation, energy management, and rainwater harvesting are done to conserve resources. Dream Homes Wing A and B will be ready for possession in March2022, apartments can be purchased from Real Buildcon Builders and Developers.","['https://is1-3.housingcdn.com/4f2250e8/28ebeb848723521533fb11054a589679/v0/_p/real_dream_homes-talegaon_dabhade_1-pune-real_buildcon_builders_and_developers.jpg', 'https://is1-3.housingcdn.com/4f2250e8/28ebeb848723521533fb11054a589679/v0/large/real_dream_homes-talegaon_dabhade_1-pune-real_buildcon_builders_and_developers.jpg', 'https://img.youtube.com/vi/gy9axhg4XHE/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/4e40de5e1efeb48615068fdedc5e1e7f/v0/_p.jpg']",
104,Godrej Sky Greens Phase 1,"Sector R5, Manjari, Pune","2, 3 BHK Apartments","Mar, 2026",9.16 K/sq.ft,617.00 sq.ft. - 854.00 sq.ft.,4.15 Acres,4 Buildings - 1077 units,"Jan, 2022","Looking for Apartment in Manjari Khurd, Pune?. Godrej Sky Greens Phase 1 is a project by Godrej Properties Ltd.. The project is offering 2 BHK, 3 BHK. It is set in 4.15 Acres . Godrej Sky Greens Phase 1 is a Under Construction residential project. There are 1077 units. There are 4 buildings in this project. As per the area plan, units are in the size range of 617.0 - 854.0 sq.ft.. Godrej Sky Greens Phase 1 is located in Sector R5, Manjari. Godrej Sky Greens Phase 1 was launched in January 2022.Godrej Sky Greens Phase 1 offers a host of facilities for residents. This includes Gymnasium. For families with kids, there is Children's Play Area, Kid's Pool, nearby apart from Swimming Pool. Sportsies can use Cricket Pitch, Squash Court, Skating Rink. All residents have access to Barbecue Area, Library, provisions in the project. These amenities in Godrej Sky Greens Phase 1 are those that every homebuyer aspires for!.RERA ID is P52100032428.Godrej Sky Greens Phase 1 is RERA-compliant and all necessary approvals are in place.Godrej Properties Ltd. is a reputed building firm with 173 projects since its inception in 1990.Manjari Khurd is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/a9d032af21381618710466eaa883538f/v0/_p/godrej_sky_greens_phase_1-manjari_khurd_1-pune-godrej_properties_ltd.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/a9d032af21381618710466eaa883538f/v0/large/godrej_sky_greens_phase_1-manjari_khurd_1-pune-godrej_properties_ltd.jpeg', 'https://img.youtube.com/vi/AFwrTmQhrv4/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/15866570ffc42f5b34c627a8f663b71c/v0/_p.jpeg']",
105,Vision Aristo,"S. No. 39, Near Mukai Chowk, Kiwale, Ravet, Pimpri Chinchwad, Pune","2, 3 BHK Apartments","Mar, 2026",6.23 K/sq.ft,734.00 sq.ft. - 972.00 sq.ft.,2.47 Acres,4 Buildings - 225 units,"Sep, 2021","Vision Aristo is a residential project in Vikas Nagar, Pune. It is set in an area of 2.47 Acres . Vision Aristo offers Apartment. Available configurations include 2 BHK, 3 BHK. Apartment, as per the area plan, are in the size range of 734.0 - 972.0 sq.ft.. The property is Under Construction. There are 4 buildings for sale. The project was launched in September 2021 and possession date of Vision Aristo is Mar, 2026. Vision Aristo is located in S. No. 39, Near Mukai Chowk, Kiwale, Ravet. The project is developed by Vision Creative Group. There are 225 units for sale.Vision Aristo is equipped with various resident-centric amenities that includes Gymnasium, Power Backup. Tennis Court, Volleyball Court, Basketball Court, Badminton Court - these are some avenues for sports lovers. The property is equipped with Fire Sprinklers. Enjoy a class-apart lifestyle at Vision Aristo.This project meets all mandates as required by the state authority. RERA ID of Vision Aristo is P52100030708.Located close to prominent suburbs of Pune, the area of Vikas Nagar has prominent schools and hospitals within a close distance.","['https://is1-2.housingcdn.com/4f2250e8/8d8dd2be3385a28f520717646420c81e/v0/_p/vision_aristo-vikas_nagar_2-pune-vision_creative_group.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/8d8dd2be3385a28f520717646420c81e/v0/large/vision_aristo-vikas_nagar_2-pune-vision_creative_group.jpeg', 'https://is1-2.housingcdn.com/012c1500/002f5c55a72787d52f670914156602b6/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/04e9558e007a9cd7c6f7ab64ef2e6428/v0/_p.jpeg']",
106,Naiknavare Neelaya,"Talegaon Dabhade, Pune","1, 2 BHK Apartments","Jun, 2020",5.46 K/sq.ft,385.00 sq.ft. - 529.00 sq.ft.,1 Acres,1 Building - 137 units,"Jun, 2017","There are various amenities in Naiknavare Neelaya with Landscaped Garden, Lift and Rainwater Harvesting to name a few. Located close to prominent suburbs of Pune, the area of Pune District has prominent schools and hospitals within a close distance.","['https://is1-3.housingcdn.com/4f2250e8/12482740a46d9dd32ba525e59f3e257b/v0/_p/naiknavare_neelaya-talegaon_dabhade_1-pune-naiknavare_housing_developements_pvt_ltd.jpg', 'https://is1-3.housingcdn.com/4f2250e8/12482740a46d9dd32ba525e59f3e257b/v0/large/naiknavare_neelaya-talegaon_dabhade_1-pune-naiknavare_housing_developements_pvt_ltd.jpg', 'https://img.youtube.com/vi/B5QhsCaMP14/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/8d7f6303be7429cb57aacbadde2ac835/v0/_p.jpeg']",
107,Setpal Palazzo,"S.No. 283/2, Vadgaon Maval, Next to Hotel Sheetal, Talegaon Dabhade, Pune","1, 2 BHK Apartments","Dec, 2019",Price on request,403.00 sq.ft. - 565.00 sq.ft.,,1 Building - 95 units,"Feb, 2015",Setpal Palazzo is a residential project that mainly attracts the customers with offering them lavish construction with lifetime experience. The apartments are well fitted with all good floorings and modern amenities. The project deals with presenting the clients a sense of fulfillment when one comes home after an exhausting day. The construction is located at an exceptionally dynamic location thus delivering a wonderful and memorable experience. The structure takes care of sensitive things of their clients by ensuring their secrecy and privacy. The construction of the structure is done in such a way that it allows the clients to warm up the senses and express the emotions in true form. The exclusivity of the venture is what stands out.,"['https://is1-2.housingcdn.com/4f2250e8/02bdce1303eae03734f510c97e8d3a09/v0/_p/setpal_palazzo-talegaon_dabhade_1-pune-setpal_properties_private_limited.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/02bdce1303eae03734f510c97e8d3a09/v0/large/setpal_palazzo-talegaon_dabhade_1-pune-setpal_properties_private_limited.jpeg', 'https://is1-2.housingcdn.com/012c1500/4f85107cdbecd2ebeaa4b8c0635158fa/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/5c024d26144f34940cb54a6d5b557899/v0/_p.jpeg']",
108,Puneville Phase II Cluster A,"Sr. No. 17/19, NH4, Pune Mumbai Highway, Near Lotus Business School, Punawale, Tathawade, Pimpri Chinchwad, Pune","2, 2.5, 3, 4.5 BHK Apartments","Dec, 2022",Price on request,66.15 sq.mt. - 182.00 sq.mt.,40 Acres (40% open),16 Buildings - 1500 units,"Dec, 2013","Puneville, the best of both worlds- a countryside lifestyle in the heart of a bustling metropolis, its one place where you are sure to find everything at your doorstep. Comfort of a lavish apartment, freshness of a green environment and convenience to your needs; this is a home where you enjoy enormous benefits. The builders have taken special care to understand the tastes and preferences of varied people and combining it to give a solution that very family desires and interpreted on a huge canvas in Puneville. Feel the goodness of all that life has to offer in your home made with love to provide beautiful homes with healthy lifestyles.","['https://is1-2.housingcdn.com/4f2250e8/61fb72239d939deb888b1bf368c87f7c/v5/_p/puneville_phase_ii_cluster_a-tathawade_chinchwad-pune-pharande_spaces.jpg', 'https://is1-2.housingcdn.com/4f2250e8/61fb72239d939deb888b1bf368c87f7c/v5/large/puneville_phase_ii_cluster_a-tathawade_chinchwad-pune-pharande_spaces.jpg', 'https://img.youtube.com/vi/P17EWchHs10/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/9bd760d2010e136c5b2ff5eeb92eca20/v6/_p.jpg']",
109,Nanded City Pune Rhythm I II III,"Nanded City, Sinhagad Road, Pune",Residential Plots,"Sep, 2024",Price on request,2400.00 sq.ft. - 5234.00 sq.ft.,26 Acres,,,"Virtually like an island surrounded by the river, the stream and the canal, the plot project in Nanded City, Pune is a distinctive location within the larger township. The 32 acres of prime land is distributed into 3 sectors - Rhythm I, II and III. Extremely ideal for family bungalows, these plots on the western edge of Pune city receive fresh breeze throughout the year. Construct your aesthetically beautiful premium bungalow in secured environment, controlled by 24x7 security. The traffic calming measures and distinct cycle tracks along with peaceful surroundings, makes living here more at ease.- Your plot within a 700 Acre Township Project - Benefits of living within Nanded City, Pune - Peaceful, Pollution-free and soothing environment - A fantastic Riverside location - Scenic Location with Mountain views - Secured and High-Class Living - In vicinity of Khadakwasla Dam - Exclusive 32 Acre Club Harmony Membership *Club Membership extra payable on demand","['https://is1-3.housingcdn.com/4f2250e8/fb402a0d02977d82b1eef87c1e248be9/v0/_p/nanded_city_pune_rhythm_i_ii_iii-nanded-pune-nanded_city_development__construction_co_ltd.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/fb402a0d02977d82b1eef87c1e248be9/v0/large/nanded_city_pune_rhythm_i_ii_iii-nanded-pune-nanded_city_development__construction_co_ltd.jpeg', 'https://is1-2.housingcdn.com/012c1500/0cfe06315301360d87c75099e14b726c/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/1586c3b8fca598f68e2ff119a49e86b4/v0/_p.jpeg']",
