,Flat Name,Flat address,Configurations,Possession_Starts,Avg. Price,Sizes,About,images,Project Area,Project Size,Launch Date
96,JP North Phase 6 Alexa,"Plot No Survey Hissa No 26/5 Pt And 25/1 Pt At Mira Road East, Mira Road and Beyond, Mumbai",1 BHK Apartment,"Jun, 2025",15.83 K/sq.ft,372.00 sq.ft. - 417.00 sq.ft.,"There are various amenities in JP North Phase 6 Alexa with  to name a few. Located close to prominent suburbs of Mira Bhayandar, the area of Mumbai Metropolitan Region has prominent schools and hospitals within a close distance.","['https://is1-2.housingcdn.com/4f2250e8/2d84d86db322fa4805746c2bd36ed528/v0/_p/jp_north_phase_6_alexa-mira_road_east-mumbai-jp_infra_mumbai_pvt_ltd.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/2d84d86db322fa4805746c2bd36ed528/v0/large/jp_north_phase_6_alexa-mira_road_east-mumbai-jp_infra_mumbai_pvt_ltd.jpeg', 'https://img.youtube.com/vi/En-CQ6xiFb0/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/08767dd4588cff9cd4aecb2ac1fa7a50/v0/_p.jpeg']",,1 Building - 628 units,"Jul, 2018"
97,Shree Sai Shweta Heights,"Kanakia Road,Mira-bhayandar (M Corp.),Mira Road East, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Mar, 2026",22.18 K/sq.ft,269.00 sq.ft. - 666.00 sq.ft.,"Looking for Apartment in Mira Road East, Mumbai?. Shree Sai Shweta Heights is a project by Shree Sai Associates. The project is offering 1 BHK, 2 BHK. It is set in 0.87 Acres . Shree Sai Shweta Heights is a Under Construction residential project. There are 56 units. There is 1 building in this project. As per the area plan, units are in the size range of 269.0 - 666.0 sq.ft.. Shree Sai Shweta Heights is located in Kanakia Road,Mira-bhayandar (M Corp.),Mira Road East. Shree Sai Shweta Heights was launched in July 2021.Shree Sai Shweta Heights offers a host of facilities for residents. These amenities in Shree Sai Shweta Heights are those that every homebuyer aspires for!.RERA ID is P51700029110.Shree Sai Shweta Heights is RERA-compliant and all necessary approvals are in place.Mira Road East is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/392c42657b792325b4448a7b076b98a4/v0/_p/shree_sai_shweta_heights-mira_road_east-mumbai-shree_sai_associates.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/392c42657b792325b4448a7b076b98a4/v0/large/shree_sai_shweta_heights-mira_road_east-mumbai-shree_sai_associates.jpeg', 'https://is1-2.housingcdn.com/012c1500/90cce5be2ff7043cdbddaa1342b06184/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/4efdcebccc2df69d279f9149e347d005/v0/_p.jpeg']",0.87 Acres,1 Building - 56 units,"Jun, 2021"
98,Pinnacolo And Pinnacolo NX,"Near Gaurav Residency Phase 2,RBK School Lane, Beverly Park, Mira Road East, Mira Road and Beyond, Mumbai","1, 2, 3 BHK Apartments",Possession Started,16.16 K/sq.ft,365.00 sq.ft. - 782.00 sq.ft.,"SKD Pinnacolo (READY TO MOVE) : It is 22 storeyed magnificent tower with 4 wings, one of the highlights in Mira road. It has a world class design philosophy and spacious 1, 2, 3 BHK apartment with a fitness center, complete clubhouse, swimming pool, Jacuzzi, kids play area and chit-chat corner. SKD Pinnacolo NX (UNDERCONSTRUCTION) : It is 23 storey tower with all modern amenities that offers 1, 2 BHK with a stylish outlook. It has an elevated garden and multi-aCtivity space on terrace. It has fully air condition game room with fitness center. It has a spacious living room, bedroom and kitchen.","['https://is1-2.housingcdn.com/4f2250e8/855af27c6ccfb852c940533d1d37210a/v0/_p/pinnacolo_and_pinnacolo_nx-mira_road_east-mumbai-skd_realty_llp.jpg', 'https://is1-2.housingcdn.com/4f2250e8/855af27c6ccfb852c940533d1d37210a/v0/large/pinnacolo_and_pinnacolo_nx-mira_road_east-mumbai-skd_realty_llp.jpg', 'https://img.youtube.com/vi/IikeDRv8KJQ/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/1564b4937c75d8af7f6d7c19b63ad96a/v0/_p.jpeg']",,4 Buildings - 396 units,"Feb, 2020"
99,Techno Vision Vivanta Marvel,"Poonam Gardens, Silver Park Junction, Mira Bhayandar Road, Mira Road East, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Sep, 2027",13.00 K/sq.ft,412.00 sq.ft. - 681.00 sq.ft.,"Residential project, Techno Vision Vivanta Marvel in Mumbai is offering units for sale in Mira Road East. Check out some Apartment that suit your lifestyle and liking. Possession date of Techno Vision Vivanta Marvel is Sep, 2027. The property offers 1 BHK, 2 BHK units. As per the area plan, units are in the size range of 412.0 - 681.0 sq.ft.. The project by Techno Vision Realtors LLP is set in 0.05 Acres . This residential project was launched in October 2021. It has 48 units. There is 1 building in this project. Contact for further details. Techno Vision Vivanta Marvel is located in Poonam Gardens, Silver Park Junction, Mira Bhayandar Road, Mira Road East.In terms of facilities, Techno Vision Vivanta Marvel is loaded with multiple offerings such as Gymnasium, Power Backup. Immerse yourself in a world of sports with provisions for Cycling & Jogging Track. There is provision for Closed Car Parking.Techno Vision Vivanta Marvel follows all rules as prescribed by the state RERA. All details are furnished on the RERA portal as well.ID is P51700031458.Techno Vision Realtors LLP is a very well-known developer-firm in this real estate market. Residents and their lifestyle are at the centre of their developments.Prominent suburbs of Mumbai are close by to Mira Road East and with several schools, hospitals, banks and offices situated in the proximity, the project is a preferred choice for home seekers.","['https://is1-2.housingcdn.com/4f2250e8/41ebde7f991924d6f6e4a6b5afb992c1/v0/_p/techno_vision_vivanta_marvel-mira_road_east-mumbai-techno_vision_realtors_llp.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/41ebde7f991924d6f6e4a6b5afb992c1/v0/large/techno_vision_vivanta_marvel-mira_road_east-mumbai-techno_vision_realtors_llp.jpeg', 'https://is1-3.housingcdn.com/012c1500/63c7f5059b5982446bd1a51091a7b708/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/9df48c519867ec55cb81f72b8f1a6e35/v0/_p.jpeg']",0.05 Acres,1 Building - 48 units,"Oct, 2021"
100,S M Hatkesh Heights Phase II,"Mira-Bhayandar, Mira Road East, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Dec, 2026",11.99 K/sq.ft,396.00 sq.ft. - 608.00 sq.ft.,"Check out this residential project for sale by SM Infrastructures in Mira Road East, Mumbai. S M Hatkesh Heights Phase II offers Apartment as property type. The project has been developed in an area of 0.81 Acres . It is currently Under Construction. Available configurations include 1 BHK, 2 BHK. As per the area plan, units are in the size range of 396.0 - 608.0 sq.ft.. S M Hatkesh Heights Phase II was launched in January 2022. S M Hatkesh Heights Phase II possession is Dec, 2026. Altogether, there are 284 units available. There are 2 buildings in this property. The address of S M Hatkesh Heights Phase II is Mira-Bhayandar, Mira Road East.At S M Hatkesh Heights Phase II, all residents have easy access to some of the truly desired facilities such as Gymnasium, Power Backup. Kids can use the Children's Play Area, nearby apart from Swimming Pool. Come home to S M Hatkesh Heights Phase II.S M Hatkesh Heights Phase II is approved by the state regulatory authority and the RERA ID is P51700032435.SM Infrastructures is a renowned developer firm. The company was established in 2001 and has 5 projects to its credit.Mira Road East is a prime area, with many attractions work and recreational options just a drive away.","['https://is1-2.housingcdn.com/4f2250e8/3649d26b3f395e3d5ea4c52c44f99b15/v0/_p/s_m_hatkesh_heights_phase_ii-mira_road_east-mumbai-sm_infrastructures.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/3649d26b3f395e3d5ea4c52c44f99b15/v0/large/s_m_hatkesh_heights_phase_ii-mira_road_east-mumbai-sm_infrastructures.jpeg', 'https://is1-2.housingcdn.com/012c1500/8fd2834953508c104f006f0a6f87a318/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/1b64259535d16cb0b6cdf5dfb269e37b/v0/_p.jpeg']",0.81 Acres,2 Buildings - 284 units,"Dec, 2021"
101,Raj Heritage 2,"Mira Road East, Mira Road and Beyond, Mumbai","1, 2, 3 BHK Apartments","Mar, 2026",Price on request,426.00 sq.ft. - 761.00 sq.ft.,,[],1.4 Acres,1 Building - 238 units,
102,Strawberry The Address,"Beverly Park, Mira Road East, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Dec, 2026",15.44 K/sq.ft,395.00 sq.ft. - 560.00 sq.ft.,"Developed by Unique Shanti Developers Pvt Ltd, Unique Shanti The Address offers homes that are perfect to live in comfort and luxury at Mira Road in Mumbai. Inviting free flow of air and natural light here you will live fresh and healthy life. Planned as per the modern architecture, it is well connected with all the required facilities and conveniences. The exterior elevation of the project perfectly matches with the elegant interiors with no homes will surely impress your peer group and relatives with its design and planing. Unique Shanti The Address ensures that every moment you spend here becomes memorable and lively. ","['https://is1-2.housingcdn.com/4f2250e8/9bb498787acb7517077f4b66a71782d6/v0/_p/strawberry_the_address-mira_road_east-mumbai-strawberry_constructions_pvt_ltd.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/9bb498787acb7517077f4b66a71782d6/v0/large/strawberry_the_address-mira_road_east-mumbai-strawberry_constructions_pvt_ltd.jpeg']",,,
103,White Heaven Shree Shaswat Building No 15,"Mira Road East, Mira Road and Beyond, Mumbai",2 BHK Apartment,"Dec, 2022",15.41 K/sq.ft,571.00 sq.ft. - 580.00 sq.ft.,"White Heaven Realty has come up with a residential construction Shree Shaswat Building No 15 at Mira Road East of Mumbai city. This property is offering 2BHK apartment over 1.48 acres of land in the prime location of Mumbai. The possession of this property will be handed over to its owner by December 2022.Mira Road East is a residential area situated in the northern part of Mumbai city. From this location, important business hubs like Bandra Kurla Complex and Lower Parel are easily accessible via Western Highway. Chhatrapati Shivaji Maharaj International Airport is almost 26km away and Mira Road Railway Station is just 3.3km away from this place. Moreover, the place is nearer to some good educational institutions, banks, ATMs and other daily conveniences.The buyers of the property will get closed car parking, aggregate area of recreational open space, community buildings, electrical meter room, sub-station, receiving station, energy management, fire protection and fire safety requirements, landscaping and tree planting as well as open parking. Just in case, you want to grab the property, book the site visit as early as possible.","['https://is1-2.housingcdn.com/4f2250e8/328e2c787d7a1464b645d43c33e09fbe/v0/_p/white_heaven_shree_shaswat_building_no_15-mira_road_east-mumbai-white_heaven_realty.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/328e2c787d7a1464b645d43c33e09fbe/v0/large/white_heaven_shree_shaswat_building_no_15-mira_road_east-mumbai-white_heaven_realty.jpeg', 'https://is1-2.housingcdn.com/012c1500/c413b52da3f70ab8e5ae598baadf5d76/v0/_p.jpeg']",1 Acres,1 Building,
104,MS H2O,"C.S.T Road, Sundar Nagar, Kalina, Santacruz East, Western Suburbs, Mumbai","2, 3 BHK Apartments","Jul, 2022",33.00 K/sq.ft,613.00 sq.ft. - 899.00 sq.ft.,"Introducing MS H2O (Home To Office). Your stylish and well constructed urban abode, coming up in the most sought after locale of Kalina. Close to the university and just a short distance from the diamond and corporate hub that is BKC. The project spans over half an acre with 50% open space, that also has a garden of around 4,000 sq.ft. The 1 & 2 BHKs of MS H2O offer you a host of benefits and amenities within a smart gated community, with a careful consideration to abundance of light, air and space within its new age design.","['https://is1-3.housingcdn.com/4f2250e8/e16b3065389162ecc6030f4c99d4d111/v0/_p/ms_h2o-santacruz_east-mumbai-ms_realty.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/e16b3065389162ecc6030f4c99d4d111/v0/large/ms_h2o-santacruz_east-mumbai-ms_realty.jpeg', 'https://is1-3.housingcdn.com/012c1500/0eb018d96d490e3366598a68f84e6a7b/v0/_p.jpg', 'https://is1-3.housingcdn.com/012c1500/26ba9fcf9d1aade02e2e573553582eaf/v0/_p.jpeg']",0.5 Acres,110 units,"Feb, 2019"
105,Dosti Tulip Dosti West County,"Thane West, Thane","2, 3 BHK Apartments","Oct, 2026",Price on request,580.00 sq.ft. - 923.00 sq.ft.,"Property for sale in Thane West, Thane. This project, that is, Dosti Tulip Dosti West County is a well designed project by Dosti Realty. It is offering Under Construction units. If you are looking at Apartment, you should check out Dosti Tulip Dosti West County. Set in an expanse of 2.77 Acres , the property offers a remarkable lifestyle. Available configurations include 2 BHK, 3 BHK. As per the area plan, units are in the size range of 580.0 - 923.0 sq.ft.. Dosti Tulip Dosti West County was launched in January 2022. Project possession is slated for Oct, 2026. There are 3 buildings  in this project. Total number of flats at Dosti Tulip Dosti West County is 658. Dosti Tulip Dosti West County is located in Thane West. There are 658 units in this residential project.Come home to Dosti Tulip Dosti West County. It offers multiple facilities such as Gymnasium, Power Backup. For families with kids, there is Children's Play Area, nearby apart from Swimming Pool. There is 24x7 Security. There is provision for Closed Car Parking. These amenities make this property totally aspirational.Dosti Tulip Dosti West County has all approvals in place as mandated by the state regulatory authority. RERA ID of this project is P51700032666.Dosti Realty is a renowned name in the real estate space. Founded in 1980, the company has developed as many as 38 projects.Social infrastructure like banks, schools and parks surround Thane West area.  It is also very well-connected to various parts of the city by public transport network.","['https://is1-2.housingcdn.com/4f2250e8/be2da2c59b6b4e0f816aad57500b79ff/v0/_p/dosti_tulip_dosti_west_county-thane_west-thane-dosti_realty.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/be2da2c59b6b4e0f816aad57500b79ff/v0/large/dosti_tulip_dosti_west_county-thane_west-thane-dosti_realty.jpeg', 'https://img.youtube.com/vi/4i-KJdpM3J8/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/2e98ef7d1058e81d83f047e04918386f/v0/_p.jpeg']",2.77 Acres,3 Buildings - 658 units,"Jan, 2022"
106,DGS Sheetal Airwing,"Final Plot No. 4871 And 4878 At Andheri, Santacruz East, Mumbai, Western Suburbs, Mumbai","1, 2, 3 BHK Apartments",Ready to Move,30.00 K/sq.ft,415.00 sq.ft. - 888.00 sq.ft.,"Sheetal Airwings is the finest residential project developed the prominent DGS Group. Situated in Santacruz East, Mumbai, this project consists of 52 units that are spread across 2 well planned towers. This project is currently in under construction stage and the price list of Sheetal Airwings flats is also reasonable.","['https://is1-3.housingcdn.com/4f2250e8/d8cd59138ee9bdd4e7afe70f6e9a71c4/v2/_p/dgs_sheetal_airwing-santacruz_east-mumbai-dgs_group.jpg', 'https://is1-3.housingcdn.com/4f2250e8/d8cd59138ee9bdd4e7afe70f6e9a71c4/v2/large/dgs_sheetal_airwing-santacruz_east-mumbai-dgs_group.jpg', 'https://is1-2.housingcdn.com/012c1500/3a32a00863240cadc22688a3ef57de62/v2/_p.jpg', 'https://is1-3.housingcdn.com/012c1500/c6eaf9435de8ced623087fa721fe9f69/v2/_p.jpg']",,1 Building - 70 units,"Feb, 2016"
107,Osia Sugan,"Kolivery Road, Near Hotel Golden Inn, Vidya Nagari, Western Suburbs, Mumbai", BHK ,,Price on request,On Request,"Osia Sugan is a residential project in Santacruz East, Mumbai. Osia Sugan is located in Kolivery Road, Near Hotel Golden Inn, Vidya Nagari.Enjoy a class-apart lifestyle at Osia Sugan.Santacruz East is a prime area, with many attractions work and recreational options just a drive away.",[],,,
108,Crescent Nexus Ascent,"5608,Kolekalyan,CST Road,Santacruz East, Western Suburbs, Mumbai","1, 2 BHK Apartments","Dec, 2026",23.46 K/sq.ft,442.00 sq.ft. - 676.00 sq.ft.,"Crescent Nexus Ascent is a residential project in Santacruz East, Mumbai. It is set in an area of 1.4 Acres . Crescent Nexus Ascent offers Apartment. Available configurations include 1 BHK, 2 BHK. Apartment, as per the area plan, are in the size range of 442.0 - 676.0 sq.ft.. The property is Under Construction. There are 3 buildings for sale. Crescent Nexus Ascent is located in 5608,Kolekalyan,CST Road,Santacruz East. The project is developed by Ascent Infraspace Private Limited. There are 90 units for sale.Crescent Nexus Ascent is equipped with various resident-centric amenities that includes Power Backup. The property is equipped with Fire Protection And Fire Safety Requirements. Enjoy a class-apart lifestyle at Crescent Nexus Ascent.This project meets all mandates as required by the state authority. RERA ID of Crescent Nexus Ascent is P51800030043.Located close to prominent suburbs of Mumbai, the area of Santacruz East has prominent schools and hospitals within a close distance.","['https://is1-3.housingcdn.com/4f2250e8/c0b254771061b4e53026355d53759ec4/v0/_p/crescent_nexus_ascent-santacruz_east-mumbai-ascent_infraspace_private_limited.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/c0b254771061b4e53026355d53759ec4/v0/large/crescent_nexus_ascent-santacruz_east-mumbai-ascent_infraspace_private_limited.jpeg', 'https://is1-3.housingcdn.com/012c1500/8dfbfce9aea421db97b5e67268beb6f6/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/6db0eff73c3127e49a93e826f076676f/v0/_p.jpeg']",1.4 Acres,3 Buildings - 90 units,
109,Shivom Enclave,"Final Plot No. CTS No 3341, 3341/1, 3348, 3348/1, 3350B, 3350/1 To 6 3410, 3413C/1 To 7 And 7736 At Santacruz East, Western Suburbs, Mumbai",3 BHK Apartment,Under Construction,24.42 K/sq.ft,952.00 sq.ft. - 987.00 sq.ft.,"Shivom Enclave is a destination where your quest for your dream home comes to an end. The towering delivers to you downright comforts and convenient style of living. The apartments offered to the residents are carefully sketched keeping the needs, luxuries and expectations in mind. Considering the modus vivendi of the residents, the homes are armed with staple and luxurious amenities for  hassle free stay of living. The apartments are spacious and also offers ace glimpses of the nearby vicinity through its balcony. It also provides recreational facilities for the entertainment of its dwellers.","['https://is1-2.housingcdn.com/4f2250e8/d48fdd9ca652015c7a0dfbf23ef892e9/v0/_p/shivom_enclave-santacruz_east-mumbai-megaj_realtors_private_limited.jpg', 'https://is1-2.housingcdn.com/4f2250e8/d48fdd9ca652015c7a0dfbf23ef892e9/v0/large/shivom_enclave-santacruz_east-mumbai-megaj_realtors_private_limited.jpg', 'https://is1-3.housingcdn.com/012c1500/16f6595729876f8754988fe4c3446123/v6/_p.jpg', 'https://is1-2.housingcdn.com/012c1500/cb4fefb1264245756b5c264ea91e5916/v6/_p.jpg']",,2 Buildings - 43 units,"Feb, 2014"
