,Flat Name,Flat address,Configurations,Possession_Starts,Avg. Price,Sizes,Project Size,Launch Date,About,images,Project Area
97,KSR Rams Abode East,"Kompally, North Hyderabad, Hyderabad",3 BHK Apartment,Ready to Move in,4.50 K/sq.ft,1763.00 sq.ft. - 1768.00 sq.ft.,1 Building - 10 units,"Jan, 2018","Rams Abode East is an upcoming premium residential project launched by leading developer KSR Projects in Kompally, Hyderabad. The project spread over a total area of 0.14 acres offers 3 BHK apartments exclusively. Built-up area of 3 BHK apartments is 1528 sq ft. Regular supply of water is ensured for the convenience of residents. Water conservation and rainwater harvesting are done to conserve water. Rams Abode East is nearing completion and will be ready for possession by October 2019. Apartments are available for sale now which can be purchased from the developer or the owners of the apartments up for sale. Housing is located in Kompally which is a developing residential hub in Hyderabad. It is surrounded by Mandal towards North, Mandal towards East, Mandal towards South and Keesara Mandal towards East. Good schools, educational institutes, and reputed hospitals are established here. Restaurants, banks and other utility shops are also located in the vicinity. It is a good place to own your dream home.","['https://is1-3.housingcdn.com/4f2250e8/e4996c3cf78e9a1dcef98a8e2a763bcc/v0/_p/ksr_rams_abode_east-kompally-hyderabad-ksr_projects.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/e4996c3cf78e9a1dcef98a8e2a763bcc/v0/large/ksr_rams_abode_east-kompally-hyderabad-ksr_projects.jpeg', 'https://is1-2.housingcdn.com/012c1500/04b4859d7550dfcf0506be6320d520f0/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/050c4bf418cecd37ca41d506792412ed/v0/_p.jpeg']",
98,Greater Kompally County,"Kompally, Hyderabad",Residential Plots,Ready to Move,20.39 K/sq.yd,163.00 sq.yd. - 395.00 sq.yd.,85 units,,"Greater Kompally County is a residential plot by Greater Infra Projects. This plot is available for sale in Kompally, Hyderabad. This project offers plots in various sizes. The minimum plot size is 163.0 sq.yd. and the maximum size is 395.0 sq.yd.. There are 85 units in Greater Kompally County. The address of Greater Kompally County is Kompally.Greater Kompally County ensures a coveted lifestyle and offers a convenient living.  There is 24x7 Security. It is aGated Community. Other provisions include access to Landscaping & Tree Planting, Solid Waste Management And Disposal, Storm Water Drains.This residential land for sale is RERA approved. For details, check RERA ID Rera Not Required.The firm has since then developed 5 and focuses on customer-centricity. Check out Greater Kompally County brochure for more details.Kompally is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-3.housingcdn.com/4f2250e8/9c5b6055459682b8f69d3ffcbd288700/v0/_p/greater_kompally_county-kompally-hyderabad-greater_infra_projects.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/9c5b6055459682b8f69d3ffcbd288700/v0/large/greater_kompally_county-kompally-hyderabad-greater_infra_projects.jpeg', 'https://is1-2.housingcdn.com/012c1500/2a1adfd1d21b0db09c9357845a03b547/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/b401914bafc12e2d885b726269d90b2c/v0/_p.jpeg']",
99,Sophists Myra Project,"Kompally, North Hyderabad, Hyderabad","2, 3 BHK Apartments","Aug, 2027",4.50 K/sq.ft,1290.00 sq.ft. - 2095.00 sq.ft.,2 Buildings - 144 units,"Oct, 2021","Hyderabad's residential project, Sophists Myra Project is offering property for sale. Check out some Apartment. Available configurations include 2 BHK, 3 BHK formats in Kompally. It is a Under Construction project by Sophists Technologies Private Limited. Sophists Myra Project is set in an area of 1.88 Acres  and is complete with various modern-day amenities. As per the area plan, units are in the size range of 1290.0 - 2095.0 sq.ft.. Sophists Myra Project was launched in November 2021 and possession date is Aug, 2027. There are 144 units in Sophists Myra Project. There are 2 buildings. Sophists Myra Project is located in Kompally.Sports enthusiasts will like the Cricket Pitch. The property has Fire Sprinklers. Other provisions include access to Storm Water Drains. Own a home in Sophists Myra Project today!.Sophists Myra Project is a RERA registered project with ID P02200003567.Kompally is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-3.housingcdn.com/4f2250e8/52696058262fe8817b9766ecb9ad72c3/v0/_p/sophists_myra_project-kompally-hyderabad-sophists_technologies_private_limited.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/52696058262fe8817b9766ecb9ad72c3/v0/large/sophists_myra_project-kompally-hyderabad-sophists_technologies_private_limited.jpeg', 'https://is1-2.housingcdn.com/012c1500/b8200d2bd077c20b3767d35a19021fd4/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/c91f4198678fe2686acbcf9e9ab5bf41/v0/_p.jpeg']",1.88 Acres
100,Alpine GMR Springfield,"Bolarum, Kompally, North Hyderabad, Hyderabad","2, 3 BHK Apartments","May, 2022",4.90 K/sq.ft,1058.00 sq.ft. - 1382.00 sq.ft.,4 Buildings - 370 units,"May, 2020","GMR Springfield is a prime housing project launched by leading real estate developer Alpine Infratech, it is located in Kompally, Hyderabad. The project is offering beautiful and comfortable 2 and 3 BHK apartments. Built-up area of 2 BHK apartments is 1058 to 1200 sq ft. and for 3 BHK apartments it is in the range of 1266 to 1296 sq ft. Amenities needed for comfort of living are available in the housing, they are CCTV cameras, round the clock security, basketball court, children's play area, club house, indoor games, jogging track, library, multipurpose room, power backup, swimming pool, tennis court and others. A total number of 374 apartments were launched. Developer Alpine Infratech can be contacted for owning an apartment in GMR Springfield. Kompally is a comfortable area to own a residential place in Hyderabad. Schools, hospitals, and other utility shops are located in the vicinity for the convenience of residents. Pet Basheerabad, Jeedimetla, Bolarum, Green County Colony, Bhel Colony are some of the nearby localities to Kompally.","['https://is1-2.housingcdn.com/4f2250e8/990f656b177d400227d391451afe53a9/v0/_p/alpine_gmr_springfield-kompally-hyderabad-alpine_infratech.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/990f656b177d400227d391451afe53a9/v0/large/alpine_gmr_springfield-kompally-hyderabad-alpine_infratech.jpeg', 'https://is1-2.housingcdn.com/012c1500/1e9f90f37f9e6f083492608ac25531bd/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/357cb7220db0be0d628821dd0082812f/v0/_p.jpeg']",4 Acres
101,Vision Cascade Greens,"Kompally, North Hyderabad, Hyderabad",3 BHK Apartment,"Nov, 2024",5.40 K/sq.ft,1570.00 sq.ft. - 2035.00 sq.ft.,135 units,"Dec, 2018","Hyderabad's residential project, Vision Cascade Greens is offering property for sale. Check out some Apartment. Available configurations include 2 BHK, 3 BHK formats in Kompally. It is a Under Construction project by Vision Infra Developers. As per the area plan, units are in the size range of 1250.01 - 3340.04 sq.ft.. Vision Cascade Greens was launched in November 2018 and possession date is March 2021. Vision Cascade Greens is located in Kompally. 
The property has Fire Protection And Fire Safety Requirements. Other provisions include access to Aggregate area of recreational Open Space, Electrical Meter Room, Energy management, Storm Water Drains. Own a home in Vision Cascade Greens today!. Vision Cascade Greens is a RERA registered project with ID P02200000221. Kompally is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/cd2d890ca6db128a8d10ba968531dbff/v0/_p/vision_cascade_greens-kompally-hyderabad-vision_infra_developers.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/cd2d890ca6db128a8d10ba968531dbff/v0/large/vision_cascade_greens-kompally-hyderabad-vision_infra_developers.jpeg', 'https://img.youtube.com/vi/9e7-xc0ySIM/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/033e8e9963ef8aa800b91b21ac3d24c0/v0/_p.jpeg']",
102,Ohana,"Ohana, Opp Trident Grande, Gundlapochampally Road, Kompally, North Hyderabad, Hyderabad",Residential Plots,Ready to Move,75.00 K/sq.yd,240.00 sq.yd. - 831.00 sq.yd.,64 units,,"Ohana is a residential plot by Haripriya Developers. This plot is available for sale in Kompally, Hyderabad. This project offers plots in various sizes. The minimum plot size is 240.0 sq.yd. and the maximum size is 831.0 sq.yd.. There are 64 units in Ohana. The address of Ohana is Ohana, Opp Trident Grande, Gundlapochampally Road, Kompally.Ohana ensures a coveted lifestyle and offers a convenient living. It offers facilities such as Gymnasium.  There is 24x7 Security. It is aGated Community. Other provisions include access to Landscaping & Tree Planting.This residential land for sale is RERA approved. For details, check RERA ID P02200003430.The firm has since then developed 1 and focuses on customer-centricity. Check out Ohana brochure for more details.Kompally is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-3.housingcdn.com/4f2250e8/3388c762652fb718b81a45cd9aeb68c2/v0/_p/ohana-kompally-hyderabad-haripriya_developers.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/3388c762652fb718b81a45cd9aeb68c2/v0/large/ohana-kompally-hyderabad-haripriya_developers.jpeg', 'https://is1-2.housingcdn.com/012c1500/4df175a011fabc96861edea5f7a06ade/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/c6aeff9d79fed4168dc6cb8cd3cf9fef/v0/_p.jpg']",14 Acres
103,Manbhum Home Tree,"Kompally, North Hyderabad, Hyderabad","2, 2.5, 3 BHK Apartments","Dec, 2026",5.20 K/sq.ft,1198.00 sq.ft. - 1771.00 sq.ft.,1 Building - 196 units,"Mar, 2021","Manbhum Home Tree is a project by Manbhum Construction Company Pvt Ltd in Hyderabad. It is a Under Construction project. Manbhum Home Tree offers some of the most conveniently designed Apartment. Located in Jeedimetla, it is a residential project. The project is spread over 1.75 Acres . It has 197 units. There is 1 building in this project. Manbhum Home Tree offers some of the most exclusive 2 BHK, 2.5 BHK, 3 BHK. As per the area plan, units are in the size range of 1055.0 - 1771.0 sq.ft.. Launched in April 2021, Manbhum Home Tree is slated for possession in Dec, 2026. The address of Manbhum Home Tree is Kompally.Manbhum Home Tree ensures a coveted lifestyle and offers a convenient living. It offers facilities such as Gymnasium, Power Backup. If you are a sports lover, there are provisions meant for you such as Tennis Court, Basketball Court, Cycling & Jogging Track. Residents also have access to Library, Internet / Wi-Fi provisions in the project. Young families with kids can explore modern-arrangements for leisure and play such as Children's Play Area, nearby apart from Swimming Pool, Recreation Facilities. There is 24x7 Security. Some other provisions include access to Banquet Hall, Party Hall, Energy management, Landscaping & Tree Planting, Solid Waste Management And Disposal, Storm Water Drains, Sewage Treatment Plant, Multipurpose Room, Maintenance Staff. There is provision for Closed Car Parking.The project is RERA compliant and fulfils all necessities as required by the authorities. RERA ID of Manbhum Home Tree is P02200002769.Established in 1995, Manbhum Construction Company Pvt Ltd is a renowned developer firm. Till date, Manbhum Construction Company Pvt Ltd has developed 25 projects with a focus on healthy and sustainable lifestyle.Jeedimetla is well-connected to other parts of the city via an extensive road.","['https://is1-2.housingcdn.com/4f2250e8/0c3538530c0958ef20ca9bb36b2bbb06/v0/_p/manbhum_home_tree-kompally-hyderabad-manbhum_construction_company_pvt_ltd.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/0c3538530c0958ef20ca9bb36b2bbb06/v0/large/manbhum_home_tree-kompally-hyderabad-manbhum_construction_company_pvt_ltd.jpeg', 'https://img.youtube.com/vi/J66hAQZ9v4Y/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/92c10f7bb8ab705c391ef65617352bd4/v0/_p.jpeg']",1.75 Acres
104,Greater Kompally County,"Kompally, Hyderabad",Residential Plots,Ready to Move,20.39 K/sq.yd,163.00 sq.yd. - 395.00 sq.yd.,85 units,,"Greater Kompally County is a residential plot by Greater Infra Projects. This plot is available for sale in Kompally, Hyderabad. This project offers plots in various sizes. The minimum plot size is 163.0 sq.yd. and the maximum size is 395.0 sq.yd.. There are 85 units in Greater Kompally County. The address of Greater Kompally County is Kompally.Greater Kompally County ensures a coveted lifestyle and offers a convenient living.  There is 24x7 Security. It is aGated Community. Other provisions include access to Landscaping & Tree Planting, Solid Waste Management And Disposal, Storm Water Drains.This residential land for sale is RERA approved. For details, check RERA ID Rera Not Required.The firm has since then developed 5 and focuses on customer-centricity. Check out Greater Kompally County brochure for more details.Kompally is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-3.housingcdn.com/4f2250e8/9c5b6055459682b8f69d3ffcbd288700/v0/_p/greater_kompally_county-kompally-hyderabad-greater_infra_projects.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/9c5b6055459682b8f69d3ffcbd288700/v0/large/greater_kompally_county-kompally-hyderabad-greater_infra_projects.jpeg', 'https://is1-2.housingcdn.com/012c1500/2a1adfd1d21b0db09c9357845a03b547/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/b401914bafc12e2d885b726269d90b2c/v0/_p.jpeg']",
105,Delight Fortune Block B Block C,"Near ST Anthonys School Opp Dholari Dhani, Kompally, North Hyderabad, Hyderabad","2, 3 BHK Apartments","Dec, 2022",4.80 K/sq.ft,1150.00 sq.ft. - 1725.00 sq.ft.,54 units,"Jan, 2020","Fortune Block B Block C is a premium residential project launched by reputed real estate developer Delight Infra, it is located in Kompally, Hyderabad. The project will be spread over a total area of 1.93 acres and is offering 2 and 3 BHK apartments for sale. Built-up area of 2 BHK apartments is in the range of 1144 to 1150 sq ft. and for 3 BHK apartments it is in the range of 1575 to 1850 sq ft. Amenities available for the convenience of residents are open area for recreational activities, clubhouse, electrical meter room, sub-station, receiving station, fire protection, fire safety equipment, well-lit internal roads, regular supply of water, and other facilities are provided in the complex. All work related to treatment of sewage and sullage water, sewerage chamber, lines, septic tank, and STP are handled in the premises. Water conservation, energy management, and rainwater harvesting are done to save resources. Fortune Block B Block C is scheduled to be ready by June 2024 for possession. A total number of 64 apartments were launched and these can be bought from developer Delight Infra. Kompally is a comfortable area to own a residential place in Hyderabad. Infrastructure of the area is well-developed with many reputed schools, educational institutes, and hospitals established here. Restaurants, banks, and other utility shops are also located in the vicinity. Kompally is well-connected to other areas by a network of road and rail transport.","['https://is1-3.housingcdn.com/4f2250e8/67522ea75f6d5af20110a004b78b3aad/v0/_p/delight_fortune_block_b_block_c-kompally-hyderabad-delight_infra.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/67522ea75f6d5af20110a004b78b3aad/v0/large/delight_fortune_block_b_block_c-kompally-hyderabad-delight_infra.jpeg', 'https://is1-3.housingcdn.com/012c1500/a362e32bd650634e169eebea14871090/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/c59959548d0d629ff46fda2c385ef89a/v0/_p.jpeg']",2 Acres
106,Hastina Nature City,"Shadnagar, Hyderabad",Residential Plots,Ready to Move,Price on request,170.00 sq.yd. - 481.00 sq.yd.,14 units,,"Hastina Nature City is a residential plot by Hastina Realty Pvt Ltd. This plot is available for sale in Shadnagar, Hyderabad. This project offers plots in various sizes. The minimum plot size is 170.0 sq.yd. and the maximum size is 481.0 sq.yd.. There are 14 units in Hastina Nature City. The address of Hastina Nature City is Shadnagar.Hastina Nature City ensures a coveted lifestyle and offers a convenient living. It offers facilities such as Power Backup. Sports enthusiasts can also make the most of Cycling & Jogging Track. Other provisions include access to Landscaping & Tree Planting, Storm Water Drains.The firm has since then developed 2 and focuses on customer-centricity. Check out Hastina Nature City brochure for more details.Shadnagar is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/8cd9939d7bc9865738f951d72b134881/v0/_p/hastina_nature_city-shadnagar-hyderabad-hastina_realty_pvt_ltd.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/8cd9939d7bc9865738f951d72b134881/v0/large/hastina_nature_city-shadnagar-hyderabad-hastina_realty_pvt_ltd.jpeg', 'https://is1-3.housingcdn.com/012c1500/7162abf5cd90ca2e81c9d944c0924e3f/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/b93978ef198fd1f83b3dac4e8bba1e4d/v0/_p.jpeg']",
107,Fortune Tandra Open Skies,"Nandigama, Shadnagar, West Hyderabad, Hyderabad",Residential Plots,Ready to Move,16.00 K/sq.yd,163.00 sq.yd. - 1602.00 sq.yd.,288 units,,"Fortune Tandra Open Skies is a residential plot by Fortune Group Builders & Developers. This plot is available for sale in Chandrayan Guda, Hyderabad. The plot area is 1468.0 sq.ft.. There are 288 units in Fortune Tandra Open Skies. The address of Fortune Tandra Open Skies is Nandigama, Shadnagar.Fortune Tandra Open Skies ensures a coveted lifestyle and offers a convenient living. Other provisions include access to Storm Water Drains.This residential land for sale is RERA approved. For details, check RERA ID P02400002114.Fortune Group Builders & Developers is a reputed developer firm established in 2003. Check out Fortune Tandra Open Skies brochure for more details.Chandrayan Guda is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-3.housingcdn.com/4f2250e8/939d046d7a0a65eea6b8cd3f205af487/v0/_p/fortune_tandra_open_skies-chandrayan_guda-hyderabad-fortune_group_builders__developers.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/939d046d7a0a65eea6b8cd3f205af487/v0/large/fortune_tandra_open_skies-chandrayan_guda-hyderabad-fortune_group_builders__developers.jpeg', 'https://img.youtube.com/vi/DRiEKe3AG04/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/796467ff0ae05441e6d02302ed561c08/v0/_p.jpeg']",23 Acres
108,Sahaj Sri Laurel Springs,"Shadnagar, Hyderabad",Residential Plots,Ready to Move,15.90 K/sq.yd,100.00 sq.yd. - 1000.00 sq.yd.,415 units,,"Sahaj Sri Laurel Springs is a residential plot by Sahaj Sri Amulya Dharni United project LLP. This plot is available for sale in Shadnagar, Hyderabad. This project offers plots in various sizes. The minimum plot size is 100.0 sq.yd. and the maximum size is 1000.0 sq.yd.. There are 415 units in Sahaj Sri Laurel Springs. The address of Sahaj Sri Laurel Springs is Shadnagar.Sahaj Sri Laurel Springs ensures a coveted lifestyle and offers a convenient living. It offers facilities such as Gymnasium.  For families with kids, there is Children's Play Area, nearby apart from Swimming Pool.  There is 24x7 Security. Other provisions include access to Banquet Hall, Storm Water Drains.The firm has since then developed 1 and focuses on customer-centricity. Check out Sahaj Sri Laurel Springs brochure for more details.Shadnagar is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/657537bb947aa5e885674d0d92c70365/v0/_p/sahaj_sri_laurel_springs-shadnagar-hyderabad-sahaj_sri_amulya_dharni_united_project_llp.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/657537bb947aa5e885674d0d92c70365/v0/large/sahaj_sri_laurel_springs-shadnagar-hyderabad-sahaj_sri_amulya_dharni_united_project_llp.jpeg', 'https://is1-3.housingcdn.com/012c1500/e4ae9eeafb1e9b3a78deee20db1a9acd/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/fcb01b00e3f1c03a4d97d59b3603700a/v0/_p.jpeg']",40 Acres
109,Building True Gold Balanagar,"Shadnagar, Hyderabad",Residential Plots,"Jan, 2023",7.00 K/sq.yd,146.00 sq.yd. - 500.00 sq.yd.,537 units,"Sep, 2020","Building True Gold Balanagar is a residential plot by Building Blocks Projects India Pvt Ltd. This plot is available for sale in Shadnagar, Hyderabad. This project offers plots in various sizes. The minimum plot size is 146.0 sq.yd. and the maximum size is 500.0 sq.yd.. This project was launched on October 2020. There are 537 units in Building True Gold Balanagar. The address of Building True Gold Balanagar is Shadnagar.Building True Gold Balanagar ensures a coveted lifestyle and offers a convenient living. It offers facilities such as Gymnasium.  For families with kids, there is Children's Play Area, nearby apart from Swimming Pool. Sports enthusiasts can also make the most of Badminton Court.  There is 24x7 Security. Other provisions include access to Landscaped Garden, Storm Water Drains.This residential land for sale is RERA approved. For details, check RERA ID RERA not required.The firm has since then developed 31 and focuses on customer-centricity. Check out Building True Gold Balanagar brochure for more details.Shadnagar is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/56b23ecfadca26bdbdf3386d3563d4ff/v0/_p/building_true_gold_balanagar-shadnagar-hyderabad-building_blocks_projects_india_pvt_ltd.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/56b23ecfadca26bdbdf3386d3563d4ff/v0/large/building_true_gold_balanagar-shadnagar-hyderabad-building_blocks_projects_india_pvt_ltd.jpeg', 'https://is1-3.housingcdn.com/012c1500/0fa19f421e70811c0fba3913a2a6aafe/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/42fb0033f88f3697360b3622467ca11c/v0/_p.jpeg']",
